_id,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lagitude,longitude
667638103b413b06879a5b7a,Jogo de panelas,utilidades domesticas,126.59,4.3249757326,2021-02-01,Juliana Costa,RS,1,cartao_credito,3,-30.17,-53.5
667638103b413b06879a5b89,Fone de ouvido,eletronicos,108.12,6.6969125635,2023-02-01,Beatriz Moraes,PR,4,cartao_credito,5,-24.89,-51.55
667638103b413b06879a5b6a,Boneca bebê,brinquedos,50.72,3.2317919389,2023-01-01,Isabella Pereira,SP,4,boleto,1,-22.19,-48.79
667638103b413b06879a5b7e,Corda de pular,esporte e lazer,21.88,0.0,2022-02-01,Larissa Alves,SC,5,cartao_credito,5,-27.45,-50.95
667638103b413b06879a5b8a,Lava louças,eletrodomesticos,1702.95,88.2614034053,2023-02-01,João Souza,PR,2,cartao_credito,10,-24.89,-51.55
667638103b413b06879a5ba2,Lavadora de roupas,eletrodomesticos,2060.2,107.2838911531,2022-03-01,Mariana Ferreira,PB,4,cartao_credito,5,-7.28,-36.72
667638103b413b06879a5b99,Celular ABXY,eletronicos,1522.65,87.3184671407,2021-03-01,Juliana Costa,SP,1,cartao_credito,4,-22.19,-48.79
667638103b413b06879a5bb8,Pandeiro,instrumentos musicais,58.75,6.292077079,2021-04-01,Juliana Costa,SP,3,cupom,1,-22.19,-48.79
667638103b413b06879a5b9e,Corda de pular,esporte e lazer,32.96,11.3359643772,2022-03-01,Juliana Costa,SP,1,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5b9a,Xadrez de madeira,brinquedos,28.76,0.0,2021-03-01,Lucas Oliveira,SP,4,cartao_credito,5,-22.19,-48.79
667638103b413b06879a5bce,Celular Plus X42,eletronicos,2842.86,151.6568684382,2021-05-01,Bianca Santos,SP,4,cupom,1,-22.19,-48.79
667638103b413b06879a5bad,Dinossauro Rex,brinquedos,28.71,2.2157332793,2023-03-01,Bruno Rodrigues,RJ,5,cartao_credito,7,-22.25,-42.66
667638103b413b06879a5bcf,Geladeira,eletrodomesticos,2405.84,129.5028576086,2021-05-01,Isabella Pereira,RJ,3,cartao_credito,2,-22.25,-42.66
667638103b413b06879a5bb6,Bicicleta,esporte e lazer,773.72,41.729366863,2021-04-01,João Souza,MG,5,cartao_credito,1,-18.1,-44.38
667638103b413b06879a5bbc,Iniciando em programação,livros,83.18,5.1160969115,2021-04-01,Isabella Pereira,SP,3,cartao_credito,4,-22.19,-48.79
667638103b413b06879a5ba5,Mesa de jantar,moveis,476.88,22.9768644188,2022-03-01,João Souza,MG,4,cartao_credito,10,-18.1,-44.38
667638103b413b06879a5ba8,Pandeiro,instrumentos musicais,109.52,3.416049586,2022-03-01,Pedro Gomes,PE,5,cartao_credito,1,-8.38,-37.86
667638103b413b06879a5bb5,Boneca bebê,brinquedos,67.88,4.1406707791,2021-04-01,Mariana Ferreira,MG,5,cartao_credito,2,-18.1,-44.38
667638103b413b06879a5bbb,Mesa de centro,moveis,217.42,19.3750120217,2021-04-01,Bruno Rodrigues,SP,5,cartao_debito,1,-22.19,-48.79
667638103b413b06879a5bc3,Faqueiro,utilidades domesticas,76.93,4.9847062385,2022-04-01,Bianca Santos,SP,4,cartao_credito,3,-22.19,-48.79
667638103b413b06879a5bd2,Micro-ondas,eletrodomesticos,1034.13,55.5954159446,2021-05-01,Mariana Ferreira,SP,4,cartao_credito,4,-22.19,-48.79
667638103b413b06879a5b98,Lavadora de roupas,eletrodomesticos,2034.43,108.8583816384,2021-03-01,Thiago Silva,RS,5,cartao_credito,2,-30.17,-53.5
667638103b413b06879a5ba4,Sofá retrátil,moveis,890.4,44.9955603837,2022-03-01,Rafael Costa,RS,4,boleto,1,-30.17,-53.5
667638103b413b06879a5b97,Geladeira,eletrodomesticos,2774.0,147.9902805969,2021-03-01,Bruno Rodrigues,RJ,5,cartao_credito,1,-22.25,-42.66
667638103b413b06879a5bb9,Guitarra,instrumentos musicais,892.6,48.0545296884,2021-04-01,Mariana Ferreira,PR,4,boleto,1,-24.89,-51.55
667638103b413b06879a5ba9,Lavadora de roupas,eletrodomesticos,1732.36,89.8273974282,2022-03-01,Bruno Rodrigues,RJ,5,cartao_credito,2,-22.25,-42.66
667638103b413b06879a5b9c,Cubo mágico 8x8,brinquedos,14.52,3.9369626407,2021-03-01,Thiago Silva,DF,5,cartao_credito,5,-15.83,-47.86
667638103b413b06879a5b9d,Micro-ondas,eletrodomesticos,930.94,47.1541934231,2021-03-01,Thiago Silva,PE,5,cartao_credito,10,-8.38,-37.86
667638103b413b06879a5bcd,Kit banquetas,moveis,394.53,21.533800584,2021-05-01,Felipe Santos,SC,5,cartao_credito,3,-27.45,-50.95
667638103b413b06879a5b9f,Celular ABXY,eletronicos,1100.5,59.2853264023,2022-03-01,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
667638103b413b06879a5ba3,Carrinho controle remoto,brinquedos,116.0,3.7610900916,2022-03-01,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
667638103b413b06879a5bb7,Lavadora de roupas,eletrodomesticos,1822.44,94.6238864312,2021-04-01,Thiago Silva,MS,3,cartao_credito,5,-20.51,-54.54
667638103b413b06879a5bbd,Boneca bebê,brinquedos,51.2,3.2573504949,2021-04-01,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5bd1,Ciência de dados com python,livros,58.61,4.0606540096,2021-05-01,Beatriz Moraes,PR,4,cartao_credito,1,-24.89,-51.55
667638103b413b06879a5ba0,Bola de vôlei,esporte e lazer,54.42,3.1808271914,2022-03-01,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5ba1,Guarda roupas,moveis,663.54,36.0185209544,2022-03-01,Juliana Costa,RS,3,cartao_credito,10,-30.17,-53.5
667638103b413b06879a5bab,Bateria,instrumentos musicais,535.83,26.1157745734,2023-03-01,Felipe Santos,MG,5,cartao_credito,8,-18.1,-44.38
667638103b413b06879a5bba,Panela de pressão,utilidades domesticas,94.58,2.6205395316,2021-04-01,Juliana Costa,DF,5,cartao_credito,10,-15.83,-47.86
667638103b413b06879a5bc2,Impressora,eletronicos,363.8,20.0582676933,2022-04-01,Isabella Pereira,RJ,5,cartao_credito,5,-22.25,-42.66
667638103b413b06879a5bc4,Ciência de dados com python,livros,75.04,1.5800933158,2022-04-01,Bianca Santos,RO,2,cartao_credito,7,-10.83,-63.34
667638103b413b06879a5baa,Modelagem preditiva,livros,71.64,1.3990535443,2023-03-01,Mariana Ferreira,SP,4,cartao_credito,2,-22.19,-48.79
667638103b413b06879a5bac,Dashboards com Power BI,livros,43.35,3.2481049178,2023-03-01,Rafael Costa,BA,5,cartao_credito,2,-13.29,-41.71
667638103b413b06879a5b9b,Fogão,eletrodomesticos,1378.02,74.7745347061,2021-03-01,Beatriz Moraes,MS,5,boleto,1,-20.51,-54.54
667638103b413b06879a5bbe,Dashboards com Power BI,livros,40.85,0.0,2021-04-01,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5ba6,Ciência de dados com python,livros,50.51,10.2450858314,2022-03-01,Thiago Silva,MG,1,cartao_credito,6,-18.1,-44.38
667638103b413b06879a5baf,Cama box,moveis,834.98,44.9912775682,2023-03-01,Mariana Ferreira,SP,1,cartao_credito,3,-22.19,-48.79
667638103b413b06879a5bb4,Assistente virtual,eletronicos,180.46,10.295964254,2021-04-01,Lucas Oliveira,PE,1,cartao_credito,4,-8.38,-37.86
667638103b413b06879a5bc1,Cômoda,moveis,331.48,15.2347518407,2022-04-01,Isabella Pereira,MG,5,cartao_credito,10,-18.1,-44.38
667638103b413b06879a5bc5,Micro-ondas,eletrodomesticos,677.31,33.6491589445,2022-04-01,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
667638103b413b06879a5ba7,Headset,eletronicos,219.88,11.9967253244,2022-03-01,Mariana Ferreira,CE,5,cartao_credito,4,-5.2,-39.53
667638103b413b06879a5bae,Bicicleta,esporte e lazer,406.16,22.3138102573,2023-03-01,Bruno Rodrigues,PA,4,cartao_credito,6,-3.79,-52.48
667638103b413b06879a5bcc,Jogo de panelas,utilidades domesticas,268.49,14.8273892988,2021-05-01,Isabella Pereira,BA,5,cupom,1,-13.29,-41.71
667638103b413b06879a5bbf,Celular ABXY,eletronicos,1578.34,81.6262957825,2021-04-01,Bianca Santos,SP,4,cartao_credito,2,-22.19,-48.79
667638103b413b06879a5bc0,Guarda roupas,moveis,666.47,33.0719615556,2022-04-01,Rafael Costa,MA,5,boleto,1,-5.42,-45.44
667638103b413b06879a5bd0,Headset,eletronicos,98.2,2.8132936411,2021-05-01,Felipe Santos,RJ,5,cartao_credito,4,-22.25,-42.66
667638103b413b06879a5bf2,Copo térmico,esporte e lazer,72.03,5.2344961512,2022-06-01,Felipe Santos,CE,5,cartao_credito,8,-5.2,-39.53
667638103b413b06879a5bfc,Dinossauro Rex,brinquedos,24.39,1.8297986502,2021-07-01,Bianca Santos,MG,4,cartao_credito,6,-18.1,-44.38
667638103b413b06879a5bda,Mesa de centro,moveis,277.62,15.0712066192,2022-05-01,Lucas Oliveira,SC,5,cartao_credito,1,-27.45,-50.95
667638103b413b06879a5bd7,Mesa de centro,moveis,282.19,12.6102076249,2022-05-01,Pedro Gomes,MG,5,cartao_credito,1,-18.1,-44.38
667638103b413b06879a5bf7,Boneca bebê,brinquedos,77.75,11.9419632143,2022-06-01,Thiago Silva,SP,2,cartao_credito,3,-22.19,-48.79
667638103b413b06879a5c0e,Headset,eletronicos,281.02,15.2465954871,2022-07-01,Mariana Ferreira,MS,5,boleto,1,-20.51,-54.54
667638103b413b06879a5c1d,Geladeira,eletrodomesticos,2779.44,148.5279228476,2021-08-01,Bruno Rodrigues,RJ,5,cartao_credito,4,-22.25,-42.66
667638103b413b06879a5c2f,Blocos de montar,brinquedos,39.27,0.0,2022-08-01,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5c44,Bicicleta,esporte e lazer,852.68,42.9870838607,2021-09-01,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
667638103b413b06879a5c48,Impressora,eletronicos,420.24,19.9609548148,2022-09-01,Beatriz Moraes,MG,5,cartao_credito,5,-18.1,-44.38
667638103b413b06879a5c00,Jogo de tabuleiro,brinquedos,248.91,13.5424854904,2021-07-01,Rafael Costa,MT,1,cartao_credito,2,-12.64,-55.42
667638103b413b06879a5c20,Sofá retrátil,moveis,903.89,49.017838409,2021-08-01,Juliana Costa,SP,1,cartao_debito,1,-22.19,-48.79
667638103b413b06879a5c42,Cubo mágico 8x8,brinquedos,21.15,0.0,2021-09-01,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5be5,Guitarra,instrumentos musicais,818.58,41.1713614473,2021-06-01,Isabella Pereira,SP,5,cupom,1,-22.19,-48.79
667638103b413b06879a5be7,TV Led UHD 4K,eletronicos,2366.39,123.58758751,2021-06-01,Isabella Pereira,MG,3,boleto,1,-18.1,-44.38
667638103b413b06879a5c01,Dinossauro Rex,brinquedos,19.59,0.0,2021-07-01,Larissa Alves,SP,3,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5c07,Corda de pular,esporte e lazer,26.63,1.9490719113,2022-07-01,Thiago Silva,SP,5,cartao_credito,2,-22.19,-48.79
667638103b413b06879a5c0a,Guitarra,instrumentos musicais,955.2,51.1446522815,2022-07-01,Lucas Oliveira,RS,3,cartao_credito,1,-30.17,-53.5
667638103b413b06879a5c21,Lavadora de roupas,eletrodomesticos,1673.59,95.4932470308,2021-08-01,João Souza,SP,1,boleto,1,-22.19,-48.79
667638103b413b06879a5c22,TV Led UHD 4K,eletronicos,3158.33,175.973580586,2021-08-01,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5c27,Faqueiro,utilidades domesticas,72.62,1.4512355961,2021-08-01,João Souza,SP,5,cartao_credito,4,-22.19,-48.79
667638103b413b06879a5c2a,Smartwatch,eletronicos,237.47,14.2973574466,2022-08-01,Bruno Rodrigues,MG,5,cartao_credito,1,-18.1,-44.38
667638103b413b06879a5c34,Dinossauro Rex,brinquedos,20.73,1.3869360445,2022-08-01,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
667638103b413b06879a5c4f,Guitarra,instrumentos musicais,1231.88,71.8358393943,2021-10-01,Camila Ribeiro,MA,5,cartao_credito,10,-5.42,-45.44
667638103b413b06879a5be3,Boneca bebê,brinquedos,71.38,4.0895470723,2021-06-01,Camila Ribeiro,SP,3,cartao_credito,10,-22.19,-48.79
667638103b413b06879a5c06,Iniciando em programação,livros,56.9,3.560858347,2021-07-01,Mariana Ferreira,SP,4,boleto,1,-22.19,-48.79
667638103b413b06879a5c0c,Celular Plus X42,eletronicos,3386.44,177.9021812878,2022-07-01,Larissa Alves,SP,4,cartao_credito,8,-22.19,-48.79
667638103b413b06879a5c2c,Jogo de copos,utilidades domesticas,45.01,2.9277516169,2022-08-01,Lucas Oliveira,RS,4,boleto,1,-30.17,-53.5
667638103b413b06879a5c1c,Lava louças,eletrodomesticos,1304.52,67.0462045436,2021-08-01,Beatriz Moraes,RS,5,cartao_credito,5,-30.17,-53.5
667638103b413b06879a5c2d,Corda de pular,esporte e lazer,10.08,1.0629946648,2022-08-01,Bianca Santos,RJ,1,cartao_credito,1,-22.25,-42.66
667638103b413b06879a5c46,TV Led UHD 4K,eletronicos,3655.0,194.9008801932,2021-09-01,Felipe Santos,SP,5,cartao_credito,8,-22.19,-48.79
667638103b413b06879a5bd3,Tablet ABXY,eletronicos,1642.22,85.0277136057,2022-05-01,Lucas Oliveira,SP,4,cartao_credito,6,-22.19,-48.79
667638103b413b06879a5bd5,Sofá retrátil,moveis,895.8,45.2830941384,2022-05-01,Pedro Gomes,SP,5,cartao_credito,9,-22.19,-48.79
667638103b413b06879a5be9,Cama king,moveis,897.42,48.0680411071,2021-06-01,Pedro Gomes,PB,3,cartao_credito,3,-7.28,-36.72
667638103b413b06879a5bd6,Cadeira de escritório,moveis,619.44,33.5144209995,2022-05-01,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
667638103b413b06879a5bd8,Tablet ABXY,eletronicos,1754.04,93.6804790483,2022-05-01,Rafael Costa,MG,5,cartao_credito,8,-18.1,-44.38
667638103b413b06879a5bf0,Bola de vôlei,esporte e lazer,79.7,4.5269111389,2022-06-01,Bianca Santos,MG,5,cartao_credito,6,-18.1,-44.38
667638103b413b06879a5bf5,Jogo de tabuleiro,brinquedos,183.79,10.0693904942,2022-06-01,Thiago Silva,SP,3,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5bff,Mesa de centro,moveis,238.33,20.488406616,2021-07-01,Thiago Silva,RJ,5,boleto,1,-22.25,-42.66
667638103b413b06879a5c30,Bicicleta,esporte e lazer,928.16,47.0061667864,2022-08-01,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5beb,Mesa de jantar,moveis,317.11,17.1682794138,2022-06-01,Felipe Santos,MG,5,boleto,1,-18.1,-44.38
667638103b413b06879a5c02,Cama box,moveis,664.41,32.9622727529,2021-07-01,Beatriz Moraes,PR,5,cartao_credito,1,-24.89,-51.55
667638103b413b06879a5c03,Geladeira,eletrodomesticos,3309.16,173.7872537772,2021-07-01,Mariana Ferreira,SC,1,cartao_credito,4,-27.45,-50.95
667638103b413b06879a5c05,Cadeira de escritório,moveis,496.37,27.3700570508,2021-07-01,Bianca Santos,SP,4,boleto,1,-22.19,-48.79
667638103b413b06879a5c0b,Blocos de montar,brinquedos,44.17,2.640696431,2022-07-01,João Souza,SP,5,cartao_credito,2,-22.19,-48.79
667638103b413b06879a5c41,Celular ABXY,eletronicos,1763.75,94.4406464175,2021-09-01,Thiago Silva,SP,5,cartao_credito,8,-22.19,-48.79
667638103b413b06879a5c45,Jogo de tabuleiro,brinquedos,231.07,9.8882214145,2021-09-01,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5be6,Mesa de centro,moveis,214.27,11.9403374145,2021-06-01,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
667638103b413b06879a5c0d,Xadrez de madeira,brinquedos,31.39,0.0,2022-07-01,João Souza,RS,2,cartao_credito,5,-30.17,-53.5
667638103b413b06879a5c1e,Smartwatch,eletronicos,269.3,14.6225407456,2021-08-01,Juliana Costa,RJ,5,cartao_credito,5,-22.25,-42.66
667638103b413b06879a5c2b,Guitarra,instrumentos musicais,1115.85,57.0000946391,2022-08-01,Mariana Ferreira,RJ,5,boleto,1,-22.25,-42.66
667638103b413b06879a5c43,Poltrona,moveis,328.18,15.0590367685,2021-09-01,Lucas Oliveira,BA,5,cartao_credito,5,-13.29,-41.71
667638103b413b06879a5c4a,Mochila,esporte e lazer,147.24,8.5270991932,2022-09-01,Isabella Pereira,PR,5,cartao_credito,4,-24.89,-51.55
667638103b413b06879a5c4b,Secadora de roupas,eletrodomesticos,1454.34,75.0236688246,2022-09-01,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5c50,Lavadora de roupas,eletrodomesticos,1709.15,88.5915347532,2021-10-01,Beatriz Moraes,PA,5,boleto,1,-3.79,-52.48
667638103b413b06879a5bed,Xadrez de madeira,brinquedos,37.57,0.0,2022-06-01,Beatriz Moraes,SP,4,cartao_credito,8,-22.19,-48.79
667638103b413b06879a5c47,Tablet ABXY,eletronicos,1461.16,75.3868133072,2021-09-01,Felipe Santos,SP,5,cartao_credito,4,-22.19,-48.79
667638103b413b06879a5bfd,Dashboards com Power BI,livros,46.87,0.0,2021-07-01,Beatriz Moraes,RS,5,cartao_credito,8,-30.17,-53.5
667638103b413b06879a5c08,Lava louças,eletrodomesticos,1567.6,84.0010885515,2022-07-01,Bruno Rodrigues,SP,1,cupom,1,-22.19,-48.79
667638103b413b06879a5c0f,Modelagem preditiva,livros,105.99,3.2280877057,2022-07-01,Thiago Silva,SP,1,cartao_credito,4,-22.19,-48.79
667638103b413b06879a5c32,Cômoda,moveis,323.0,17.7298828107,2022-08-01,Mariana Ferreira,SP,5,cartao_credito,12,-22.19,-48.79
667638103b413b06879a5c33,Corda de pular,esporte e lazer,15.28,1.5006261822,2022-08-01,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5be8,Boneca bebê,brinquedos,78.61,4.4688719181,2021-06-01,Lucas Oliveira,MG,5,cartao_debito,1,-18.1,-44.38
667638103b413b06879a5bee,Bola de basquete,esporte e lazer,70.87,1.3580533608,2022-06-01,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5bea,Cama king,moveis,695.31,34.6076047932,2021-06-01,João Souza,SP,1,boleto,1,-22.19,-48.79
667638103b413b06879a5bec,Cubo mágico 8x8,brinquedos,20.95,1.6466289991,2022-06-01,Isabella Pereira,PA,4,cartao_credito,10,-3.79,-52.48
667638103b413b06879a5c1b,Cama box,moveis,644.88,31.922359007,2021-08-01,Larissa Alves,TO,3,cartao_credito,5,-9.46,-48.26
667638103b413b06879a5c23,Jogo de panelas,utilidades domesticas,258.57,11.3525136834,2021-08-01,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5c26,Guitarra,instrumentos musicais,946.34,47.9741970936,2021-08-01,Felipe Santos,SP,2,cartao_credito,3,-22.19,-48.79
667638103b413b06879a5c31,Lava louças,eletrodomesticos,2051.26,106.8078630482,2022-08-01,Camila Ribeiro,SC,1,cartao_credito,7,-27.45,-50.95
667638103b413b06879a5c4c,Lavadora de roupas,eletrodomesticos,2017.54,107.7110613339,2022-09-01,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
667638103b413b06879a5bd4,Mesa de jantar,moveis,360.0,19.4520428834,2022-05-01,Thiago Silva,SP,2,boleto,1,-22.19,-48.79
667638103b413b06879a5bdb,Cadeira de escritório,moveis,403.02,21.9907070783,2022-05-01,Juliana Costa,MG,1,boleto,1,-18.1,-44.38
667638103b413b06879a5bd9,Mochila,esporte e lazer,132.49,4.639132983,2022-05-01,Felipe Santos,BA,5,boleto,1,-13.29,-41.71
667638103b413b06879a5be4,Dashboards com Power BI,livros,55.44,3.6390253647,2021-06-01,Camila Ribeiro,SP,3,cartao_credito,10,-22.19,-48.79
667638103b413b06879a5c24,Modelagem preditiva,livros,101.54,14.5010858917,2021-08-01,Rafael Costa,DF,3,cartao_credito,4,-15.83,-47.86
667638103b413b06879a5c25,Guarda roupas,moveis,697.32,37.4133180887,2021-08-01,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5c28,Lava louças,eletrodomesticos,1604.75,85.9792142893,2021-08-01,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
667638103b413b06879a5bf6,Cubo mágico 8x8,brinquedos,12.83,2.0822742487,2022-06-01,Mariana Ferreira,SP,5,cartao_credito,7,-22.19,-48.79
